State,County,All,Yes,No
Texas,Chambers County,196,149.0,47.0
Texas,Cherokee County,98,65.0,33.0
Texas,Clay County,13,10.0,3.0
Texas,Cochran County,10,4.0,6.0
Texas,Coleman County,10,3.0,7.0
Texas,Collin County,2847,1735.0,1112.0
Texas,Collingsworth County,14,6.0,8.0
Texas,Colorado County,325,275.0,50.0
Texas,Comal County,1352,710.0,642.0
Texas,Comanche County,41,27.0,14.0
Texas,Concho County,12668,4685.0,7983.0
Texas,Cooke County,203,139.0,64.0
Texas,Coryell County,408,224.0,184.0
Texas,Crane County,18,3.0,15.0
Texas,Crockett County,8,4.0,4.0
Texas,Crosby County,10,4.0,6.0
Texas,Culberson County,5,3.0,2.0
Texas,Dallam County,183,68.0,115.0
Texas,Dallas County,20929,14792.0,6137.0
Texas,Dawson County,14,2.0,12.0
Texas,DeWitt County,20,9.0,11.0
Texas,Deaf Smith County,417,223.0,194.0
Texas,Delta County,4,2.0,2.0
Texas,Denton County,3928,2835.0,1093.0
Texas,Dickens County,46,25.0,21.0
Texas,Dimmit County,31,9.0,22.0
Texas,Donley County,9,6.0,3.0
Texas,Duval County,31,9.0,22.0
Texas,Eastland County,21,1.0,20.0
Texas,Ector County,1528,584.0,944.0
Texas,Edwards County,6,,6.0
Texas,El Paso County,3388,2356.0,1032.0
Texas,Ellis County,251,130.0,121.0
Texas,Erath County,36,20.0,16.0
Texas,Falls County,130,66.0,64.0
Texas,Fannin County,100,24.0,76.0
Texas,Fayette County,72,36.0,36.0
Texas,Fisher County,8,,8.0
Texas,Floyd County,2,2.0,
Texas,Fort Bend County,2171,1157.0,1014.0
Texas,Franklin County,31,15.0,16.0
Texas,Freestone County,242,93.0,149.0
Texas,Frio County,198,82.0,116.0
Texas,Gaines County,106,31.0,75.0
Texas,Galveston County,859,616.0,243.0
Texas,Garza County,9131,4358.0,4773.0
Texas,Gillespie County,362,204.0,158.0
Texas,Glasscock County,3,1.0,2.0
Texas,Goliad County,11,5.0,6.0
Texas,Gonzales County,706,429.0,277.0
Texas,Gray County,108,37.0,71.0
Texas,Grayson County,388,174.0,214.0
Texas,Gregg County,473,234.0,239.0
Texas,Grimes County,50,29.0,21.0
Texas,Guadalupe County,871,470.0,401.0
Texas,Hale County,134,38.0,96.0
Texas,Hall County,41,20.0,21.0
Texas,Hansford County,29,8.0,21.0
Texas,Hardeman County,5,2.0,3.0
Texas,Hardin County,55,37.0,18.0
Texas,Harris County,57751,46098.0,11653.0
Texas,Harrison County,323,194.0,129.0
Texas,Hartley County,4,,4.0
Texas,Haskell County,117,74.0,43.0
Texas,Hays County,837,250.0,587.0
Texas,Hemphill County,33,14.0,19.0
Texas,Henderson County,153,111.0,42.0
Texas,Hidalgo County,22373,8545.0,13828.0
Texas,Hill County,189,76.0,113.0
Texas,Hockley County,89,22.0,67.0
Texas,Hood County,171,123.0,48.0
Texas,Hopkins County,156,64.0,92.0
Texas,Houston County,39,22.0,17.0
Texas,Howard County,18102,8357.0,9745.0
Texas,Hudspeth County,191,116.0,75.0
Texas,Hunt County,152,108.0,44.0
Texas,Hutchinson County,60,27.0,33.0
Texas,Jack County,11,9.0,2.0
Texas,Jackson County,35,17.0,18.0
Texas,Jasper County,29,22.0,7.0
Texas,Jefferson County,3362,1870.0,1492.0
Texas,Jim Hogg County,17,1.0,16.0
Texas,Jim Wells County,8,4.0,4.0
Texas,Johnson County,291,180.0,111.0
Texas,Jones County,9,,9.0
Texas,Karnes County,77,35.0,42.0
Texas,Kaufman County,287,170.0,117.0
Texas,Kendall County,300,184.0,116.0
Texas,Kerr County,560,310.0,250.0
Texas,Kimble County,28,5.0,23.0
Texas,Kinney County,17,3.0,14.0
Texas,Kleberg County,18,3.0,15.0
Texas,La Salle County,42,2.0,40.0
Texas,Lamar County,86,56.0,30.0
Texas,Lamb County,46,15.0,31.0
Texas,Lampasas County,124,18.0,106.0
Texas,Lavaca County,36,13.0,23.0
Texas,Lee County,175,119.0,56.0
Texas,Leon County,64,31.0,33.0
Texas,Liberty County,626,420.0,206.0
Texas,Limestone County,236,121.0,115.0
Texas,Lipscomb County,11,2.0,9.0
Texas,Live Oak County,616,128.0,488.0
Texas,Llano County,45,17.0,28.0
Texas,Lubbock County,910,310.0,600.0
Texas,Lynn County,12,2.0,10.0
Texas,Madison County,51,29.0,22.0
Texas,Marion County,2,2.0,
Texas,Martin County,10,6.0,4.0
Texas,Mason County,13,3.0,10.0
Texas,Matagorda County,106,69.0,37.0
Texas,Maverick County,515,31.0,484.0
Texas,McCulloch County,15,2.0,13.0
Texas,McLennan County,2980,1034.0,1946.0
Texas,McMullen County,4,1.0,3.0
Texas,Medina County,236,118.0,118.0
Texas,Menard County,3,2.0,1.0
Texas,Midland County,1508,531.0,977.0
Texas,Milam County,63,36.0,27.0
Texas,Mills County,17,,17.0
Texas,Mitchell County,7,1.0,6.0
Texas,Montague County,27,14.0,13.0
Texas,Montgomery County,3722,2836.0,886.0
Texas,Moore County,202,53.0,149.0
Texas,Morris County,17,13.0,4.0
Texas,Motley County,1,,1.0
Texas,Nacogdoches County,541,411.0,130.0
Texas,Navarro County,182,126.0,56.0
Texas,Newton County,8,6.0,2.0
Texas,Nolan County,44,1.0,43.0
Texas,Nueces County,310,191.0,119.0
Texas,Ochiltree County,264,87.0,177.0
Texas,Oldham County,15,6.0,9.0
Texas,Orange County,121,76.0,45.0
Texas,Palo Pinto County,36,2.0,34.0
Texas,Panola County,104,66.0,38.0
Texas,Parker County,274,65.0,209.0
Texas,Parmer County,192,102.0,90.0
Texas,Pecos County,41,13.0,28.0
Texas,Polk County,526,241.0,285.0
Texas,Potter County,873,296.0,577.0
Texas,Presidio County,56,34.0,22.0
Texas,Rains County,11,7.0,4.0
Texas,Reagan County,18,2.0,16.0
Texas,Real County,9,,9.0
Texas,Red River County,41,30.0,11.0
Texas,Reeves County,22641,9646.0,12995.0
Texas,Refugio County,7,4.0,3.0
Texas,Roberts County,1,1.0,
Texas,Robertson County,19,13.0,6.0
Texas,Rockwall County,273,157.0,116.0
Texas,Runnels County,13,2.0,11.0
Texas,Rusk County,132,96.0,36.0
Texas,San Augustine County,18,11.0,7.0
Texas,San Jacinto County,31,22.0,9.0
Texas,San Patricio County,18,12.0,6.0
Texas,San Saba County,70,18.0,52.0
Texas,Schleicher County,4,1.0,3.0
Texas,Scurry County,44,12.0,32.0
Texas,Shackelford County,1,,1.0
Texas,Shelby County,83,56.0,27.0
Texas,Sherman County,25,14.0,11.0
Texas,Smith County,536,217.0,319.0
Texas,Somervell County,10,4.0,6.0
Texas,Starr County,1943,846.0,1097.0
Texas,Stephens County,17,1.0,16.0
Texas,Stonewall County,1,1.0,
Texas,Sutton County,8,1.0,7.0
Texas,Swisher County,9,2.0,7.0
Texas,Tarrant County,8439,5517.0,2922.0
Texas,Taylor County,1699,501.0,1198.0
Texas,Terrell County,10,6.0,4.0
Texas,Terry County,59,18.0,41.0
Texas,Throckmorton County,1,,1.0
Texas,Titus County,702,257.0,445.0
Texas,Tom Green County,846,101.0,745.0
Texas,Travis County,20396,9235.0,11161.0
Texas,Trinity County,16,13.0,3.0
Texas,Tyler County,35,20.0,15.0
Texas,Upshur County,67,26.0,41.0
Texas,Upton County,13,4.0,9.0
Texas,Uvalde County,79,15.0,64.0
Texas,Val Verde County,2212,414.0,1798.0
Texas,Van Zandt County,108,71.0,37.0
Texas,Victoria County,72,44.0,28.0
Texas,Walker County,28354,17667.0,10687.0
Texas,Waller County,357,276.0,81.0
Texas,Ward County,27,6.0,21.0
Texas,Washington County,348,281.0,67.0
Texas,Webb County,9389,539.0,8850.0
Texas,Wharton County,208,117.0,91.0
Texas,Wheeler County,31,10.0,21.0
Texas,Wichita County,140,82.0,58.0
Texas,Willacy County,2984,301.0,2683.0
Texas,Williamson County,3951,1033.0,2918.0
Texas,Wilson County,123,69.0,54.0
Texas,Winkler County,87,38.0,49.0
Texas,Wise County,136,76.0,60.0
Texas,Wood County,54,30.0,24.0
Texas,Yoakum County,54,9.0,45.0
Texas,Young County,36,,36.0
Texas,Zapata County,395,14.0,381.0
Texas,Zavala County,45,7.0,38.0
Utah,Beaver County,31,25.0,6.0
Utah,Box Elder County,121,84.0,37.0
Utah,Garfield County,13,8.0,5.0
Utah,Juab County,134,91.0,43.0
Utah,Kane County,36,24.0,12.0
Utah,Millard County,145,74.0,71.0
Utah,Salt Lake County,84257,62964.0,21293.0
Utah,Sanpete County,87,49.0,38.0
Utah,Sevier County,109,42.0,67.0
Utah,Uintah County,169,80.0,89.0
Utah,Wasatch County,128,74.0,54.0
Utah,Washington County,1,1.0,
Utah,Weber County,1,1.0,
Vermont,Addison County,17,5.0,12.0
Vermont,All,111,34.0,77.0
Vermont,Chittenden County,42,11.0,31.0
Vermont,Franklin County,16,4.0,12.0
Vermont,Orleans County,4,1.0,3.0
Vermont,Washington County,32,13.0,19.0
Virgin Islands,All,197,93.0,104.0
Virgin Islands,Saint Croix County,67,19.0,48.0
Virgin Islands,Saint Thomas County,130,74.0,56.0
Virginia,Accomack County,215,128.0,87.0
Virginia,Alexandria City,2048,1039.0,1009.0
Virginia,All,35146,24351.0,10795.0
Virginia,Amherst County,56,24.0,32.0
Virginia,Appomattox County,3,2.0,1.0
Virginia,Arlington County,1705,1379.0,326.0
Virginia,Bedford City,46,31.0,15.0
Virginia,Bland County,2,1.0,1.0
Virginia,Botetourt County,44,25.0,19.0
Virginia,Bristol City,49,26.0,23.0
Virginia,Brunswick County,25,18.0,7.0
Virginia,Campbell County,39,28.0,11.0
Virginia,Caroline County,10,7.0,3.0
Virginia,Charlotte County,35,19.0,16.0
Virginia,Charlottesville City,441,229.0,212.0
Virginia,Chesapeake City,425,286.0,139.0
Virginia,Chesterfield County,1768,1064.0,704.0
Virginia,Covington City,20,10.0,10.0
Virginia,Culpeper County,274,127.0,147.0
Virginia,Danville City,91,50.0,41.0
Virginia,Dickenson County,3,3.0,
Virginia,Fairfax City,6365,5073.0,1292.0
Virginia,Fauquier County,198,166.0,32.0
Virginia,Franklin County,85,60.0,25.0
Virginia,Fredericksburg City,1110,868.0,242.0
Virginia,Goochland County,9,7.0,2.0
Virginia,Halifax County,27,14.0,13.0
Virginia,Hampton City,87,50.0,37.0
Virginia,Hanover County,341,170.0,171.0
Virginia,Harrisonburg City,4,2.0,2.0
Virginia,Henry County,1,,1.0
Virginia,Lee County,1070,342.0,728.0
Virginia,Lexington City,85,45.0,40.0
Virginia,Loudoun County,1467,1255.0,212.0
Virginia,Lynchburg City,79,55.0,24.0
Virginia,Manassas City,6835,5772.0,1063.0
Virginia,Martinsville City,176,102.0,74.0
Virginia,Mecklenburg County,7,7.0,
Virginia,Middlesex County,25,20.0,5.0
Virginia,Montgomery County,157,99.0,58.0
Virginia,Newport News City,392,211.0,181.0
Virginia,Norfolk City,167,52.0,115.0
Virginia,Northampton County,79,53.0,26.0
Virginia,Orange County,203,93.0,110.0
Virginia,Patrick County,17,10.0,7.0
Virginia,Petersburg City,336,113.0,223.0
Virginia,Pittsylvania County,34,17.0,17.0
Virginia,Portsmouth City,104,49.0,55.0
Virginia,Prince Edward County,93,45.0,48.0
Virginia,Prince George County,213,134.0,79.0
Virginia,Pulaski County,372,229.0,143.0
Virginia,Richmond City,3582,2188.0,1394.0
Virginia,Richmond County,79,50.0,29.0
Virginia,Roanoke City,679,393.0,286.0
Virginia,Rockingham County,666,443.0,223.0
Virginia,Salem City,257,172.0,85.0
Virginia,Scott County,46,34.0,12.0
Virginia,Shenandoah County,105,67.0,38.0
Virginia,Southampton County,7,3.0,4.0
Virginia,Staunton City,175,81.0,94.0
Virginia,Suffolk City,57,36.0,21.0
Virginia,Tazewell County,18,9.0,9.0
Virginia,Virginia Beach City,855,471.0,384.0
Virginia,Washington County,68,49.0,19.0
Virginia,Williamsburg City,336,210.0,126.0
Virginia,Winchester City,813,429.0,384.0
Virginia,Wise County,2,1.0,1.0
Washington,Adams County,232,175.0,57.0
Washington,All,34167,26757.0,7410.0
Washington,Asotin County,11,6.0,5.0
Washington,Benton County,1695,1322.0,373.0
Washington,Chelan County,1817,1507.0,310.0
Washington,Clallam County,25,16.0,9.0
Washington,Clark County,1608,1233.0,375.0
Washington,Columbia County,2,2.0,
Washington,Cowlitz County,623,504.0,119.0
Washington,Ferry County,1,,1.0
Washington,Franklin County,3054,2524.0,530.0
Washington,Garfield County,10,8.0,2.0
Washington,Grant County,1089,849.0,240.0
Washington,Grays Harbor County,478,363.0,115.0
Washington,Island County,37,28.0,9.0
Washington,Jefferson County,21,12.0,9.0
Washington,King County,8266,6236.0,2030.0
Washington,Kitsap County,488,449.0,39.0
Washington,Kittitas County,245,185.0,60.0
Washington,Klickitat County,103,77.0,26.0
Washington,Lewis County,603,516.0,87.0
Washington,Lincoln County,10,8.0,2.0
Washington,Mason County,1304,841.0,463.0
Washington,Okanogan County,51,27.0,24.0
Washington,Pacific County,134,108.0,26.0
Washington,Pend Oreille County,5,3.0,2.0
Washington,Pierce County,2754,2277.0,477.0
Washington,San Juan County,20,15.0,5.0
Washington,Skagit County,300,249.0,51.0
Washington,Skamania County,26,22.0,4.0
Washington,Snohomish County,3319,2817.0,502.0
Washington,Spokane County,326,205.0,121.0
Washington,Stevens County,6,4.0,2.0
Washington,Thurston County,400,333.0,67.0
Washington,Wahkiakum County,4,4.0,
Washington,Walla Walla County,310,252.0,58.0
Washington,Whatcom County,266,206.0,60.0
Washington,Whitman County,17,14.0,3.0
Washington,Yakima County,4507,3360.0,1147.0
West Virginia,Barbour County,10,4.0,6.0
West Virginia,Braxton County,36,10.0,26.0
West Virginia,Cabell County,27,13.0,14.0
West Virginia,Doddridge County,24,11.0,13.0
West Virginia,Fayette County,1,1.0,
West Virginia,Greenbrier County,16,5.0,11.0
West Virginia,Hampshire County,9,4.0,5.0
West Virginia,Logan County,6,3.0,3.0
West Virginia,Marshall County,27,9.0,18.0
West Virginia,McDowell County,2,,2.0
West Virginia,Monongalia County,15,1.0,14.0
West Virginia,Ohio County,3,1.0,2.0
West Virginia,Preston County,9612,4401.0,5211.0
West Virginia,Raleigh County,33,17.0,16.0
West Virginia,Randolph County,22,10.0,12.0
Wisconsin,Adams County,9,5.0,4.0
Wisconsin,All,8470,5750.0,2720.0
Wisconsin,Ashland County,3,2.0,1.0
Wisconsin,Barron County,23,16.0,7.0
Wisconsin,Bayfield County,1,1.0,
Wisconsin,Brown County,479,354.0,125.0
Wisconsin,Buffalo County,9,7.0,2.0
Wisconsin,Calumet County,32,21.0,11.0
Wisconsin,Chippewa County,56,23.0,33.0
Wisconsin,Clark County,73,55.0,18.0
Wisconsin,Columbia County,60,43.0,17.0
Wisconsin,Crawford County,13,9.0,4.0
Wisconsin,Dane County,1066,817.0,249.0
Wisconsin,Dodge County,804,400.0,404.0
Wisconsin,Door County,15,14.0,1.0
Wisconsin,Douglas County,6,4.0,2.0
Wisconsin,Dunn County,31,27.0,4.0
Wisconsin,Eau Claire County,45,31.0,14.0
Wisconsin,Fond du Lac County,51,27.0,24.0
Wisconsin,Grant County,39,26.0,13.0
Wisconsin,Green County,43,33.0,10.0
Wisconsin,Green Lake County,13,8.0,5.0
Wisconsin,Iowa County,29,18.0,11.0
Wisconsin,Iron County,1,1.0,
Wisconsin,Jackson County,30,17.0,13.0
Wisconsin,Jefferson County,214,140.0,74.0
Wisconsin,Juneau County,44,32.0,12.0
Wisconsin,Kenosha County,321,239.0,82.0
Wisconsin,Kewaunee County,9,8.0,1.0
Wisconsin,La Crosse County,15,11.0,4.0
Wisconsin,Lafayette County,55,44.0,11.0
Wisconsin,Langlade County,8,5.0,3.0
Wisconsin,Lincoln County,17,8.0,9.0
Wisconsin,Manitowoc County,198,134.0,64.0
Wisconsin,Marathon County,120,76.0,44.0
Wisconsin,Marinette County,5,2.0,3.0
Wisconsin,Marquette County,149,56.0,93.0
Wisconsin,Milwaukee County,1795,1081.0,714.0
Wisconsin,Monroe County,72,54.0,18.0
Wisconsin,Oconto County,9,5.0,4.0
Wisconsin,Oneida County,9,6.0,3.0
Wisconsin,Outagamie County,347,274.0,73.0
Wisconsin,Ozaukee County,29,21.0,8.0
Wisconsin,Pepin County,4,2.0,2.0
Wisconsin,Pierce County,10,6.0,4.0
Wisconsin,Polk County,11,8.0,3.0
Wisconsin,Portage County,38,22.0,16.0
Wisconsin,Racine County,343,238.0,105.0
Wisconsin,Rock County,259,210.0,49.0
Wisconsin,Rusk County,5,3.0,2.0
Wisconsin,Sauk County,177,149.0,28.0
Wisconsin,Shawano County,11,7.0,4.0
Wisconsin,Sheboygan County,222,177.0,45.0
Wisconsin,St. Croix County,17,10.0,7.0
Wisconsin,Taylor County,44,32.0,12.0
Wisconsin,Trempealeau County,249,187.0,62.0
Wisconsin,Vernon County,3,3.0,
Wisconsin,Vilas County,5,5.0,
Wisconsin,Walworth County,271,215.0,56.0
Wisconsin,Washburn County,4,2.0,2.0
Wisconsin,Waukesha County,230,173.0,57.0
Wisconsin,Waupaca County,21,10.0,11.0
Wisconsin,Waushara County,17,7.0,10.0
Wisconsin,Winnebago County,136,95.0,41.0
Wisconsin,Wood County,46,34.0,12.0
Wyoming,Big Horn County,22,14.0,8.0
Wyoming,Crook County,8,5.0,3.0
Wyoming,Fremont County,29,22.0,7.0
Wyoming,Goshen County,36,18.0,18.0
Wyoming,Hot Springs County,5,2.0,3.0
Wyoming,Johnson County,18,6.0,12.0
Wyoming,Lincoln County,21,16.0,5.0
Wyoming,Natrona County,3,2.0,1.0
Wyoming,Niobrara County,3,2.0,1.0
Wyoming,Sheridan County,30,15.0,15.0
Wyoming,Teton County,13520,8400.0,5120.0
Wyoming,Washakie County,30,21.0,9.0
Wyoming,Weston County,6,3.0,3.0
